bin_index,delta_chi2_center,parameter_1,parameter_2,n_total,n_positive_definite,abs_corr_q16,abs_corr_median,abs_corr_q84
23,686.0797762438273,u0,piEN,13146,13124,0.27303153672359565,0.7425261746021246,0.959050337190746
23,686.0797762438273,u0,piEE,13146,13124,0.2632957733988876,0.7324374016363044,0.9622799997208209
23,686.0797762438273,tE,rho,13146,13124,0.14650670737445137,0.48142203627684926,0.816548208221347
23,686.0797762438273,tE,piEN,13146,13124,0.35632163143308915,0.8152949845581312,0.9705315604323034
23,686.0797762438273,tE,piEE,13146,13124,0.3670264307646894,0.8312958928200676,0.9782343390691071
23,686.0797762438273,rho,piEN,13146,13124,0.15108751393782052,0.47455458375093756,0.8036459537119491
23,686.0797762438273,rho,piEE,13146,13124,0.15237651122609755,0.4860655416135892,0.8029023522877953
23,686.0797762438273,piEN,piEE,13146,13124,0.2753553150003752,0.7203400729244349,0.9510711062877327
24,1017.4591345312272,t0,u0,12173,12156,0.1375451267434205,0.4515743438458681,0.7892324830895114
24,1017.4591345312272,t0,tE,12173,12156,0.14395537280193565,0.4553853652096965,0.7889582377443034
24,1017.4591345312272,t0,rho,12173,12156,0.0796804406746002,0.28563531485940247,0.6451673714805815
24,1017.4591345312272,t0,piEN,12173,12156,0.14254623948351183,0.45069243687952876,0.8237227978568277
24,1017.4591345312272,t0,piEE,12173,12156,0.14414947317249646,0.46050206457782933,0.8235377117525015
24,1017.4591345312272,u0,tE,12173,12156,0.41719154660989144,0.8798237490571175,0.990710755979001
24,1017.4591345312272,u0,rho,12173,12156,0.22062635360557337,0.6194947127564139,0.9130518974627759
24,1017.4591345312272,u0,piEN,12173,12156,0.2662205126933225,0.7287656619844345,0.957128173310151
24,1017.4591345312272,u0,piEE,12173,12156,0.2647103943597647,0.7336673123318718,0.9621428461752297
24,1017.4591345312272,tE,rho,12173,12156,0.1498721409241276,0.4843950035762703,0.8091159084870715
24,1017.4591345312272,tE,piEN,12173,12156,0.34766302945872396,0.8120716582165901,0.9702521692989099
24,1017.4591345312272,tE,piEE,12173,12156,0.3689051174571042,0.8373095878262191,0.9799422049304354
24,1017.4591345312272,rho,piEN,12173,12156,0.15888059043464148,0.48385700760875505,0.8005621381084796
24,1017.4591345312272,rho,piEE,12173,12156,0.15249924928686057,0.4841560547520781,0.8029670786631621
24,1017.4591345312272,piEN,piEE,12173,12156,0.26639116083244047,0.720707082005418,0.9513323644739977
25,1508.6631345790045,t0,u0,11481,11470,0.13978003180371684,0.44932341224144384,0.7784821138225035
25,1508.6631345790045,t0,tE,11481,11470,0.13593778119835168,0.4471629470172247,0.7774537444794439
25,1508.6631345790045,t0,rho,11481,11470,0.07645238013740177,0.2699974558630783,0.6254899073264065
25,1508.6631345790045,t0,piEN,11481,11470,0.13295078895171625,0.44235510190366367,0.8063631696900666
25,1508.6631345790045,t0,piEE,11481,11470,0.13745116504804888,0.4483762341224652,0.8053937853700952
25,1508.6631345790045,u0,tE,11481,11470,0.41092836605705146,0.8809852978097072,0.9904139893297452
25,1508.6631345790045,u0,rho,11481,11470,0.2202205478411255,0.6145380519645821,0.9033823416665088
25,1508.6631345790045,u0,piEN,11481,11470,0.26396245283626524,0.7295114065453792,0.9579153411449185
25,1508.6631345790045,u0,piEE,11481,11470,0.27557401090265204,0.7493707402990208,0.9661750866511366
25,1508.6631345790045,tE,rho,11481,11470,0.14455633425599523,0.4846210659360727,0.8015557733656541
25,1508.6631345790045,tE,piEN,11481,11470,0.3608414699545714,0.8251745098430496,0.9722159235336341
25,1508.6631345790045,tE,piEE,11481,11470,0.3910240605274242,0.8499794699992315,0.9826795968186671
25,1508.6631345790045,rho,piEN,11481,11470,0.15594776375456623,0.48930391801945783,0.8013102109496394
25,1508.6631345790045,rho,piEE,11481,11470,0.1482533580903802,0.4813402553729126,0.7960695978351096
25,1508.6631345790045,piEN,piEE,11481,11470,0.2777634042860756,0.7257293841602754,0.95226487188437
26,2236.775383060324,t0,u0,10098,10087,0.1355447704992959,0.43944615956518657,0.7669939155302283
26,2236.775383060324,t0,tE,10098,10087,0.13362937571955244,0.4348973352209373,0.7679634726615026
26,2236.775383060324,t0,rho,10098,10087,0.07594408680472821,0.2751789921685865,0.6173620216934671
26,2236.775383060324,t0,piEN,10098,10087,0.1367809167616547,0.4398945137988368,0.8055042522249665
26,2236.775383060324,t0,piEE,10098,10087,0.13942662175889747,0.4403249583459181,0.8012853367742045
26,2236.775383060324,u0,tE,10098,10087,0.3912494242437687,0.8646714978717034,0.9889692803802892
26,2236.775383060324,u0,rho,10098,10087,0.2269460634705635,0.6027700298213454,0.8970352233507077
26,2236.775383060324,u0,piEN,10098,10087,0.27267522870401795,0.7439736449162137,0.9597265021421334
26,2236.775383060324,u0,piEE,10098,10087,0.27408016746281655,0.74603208967829,0.9673345719332014
26,2236.775383060324,tE,rho,10098,10087,0.15249995571937006,0.4971327008618296,0.805399788782011
26,2236.775383060324,tE,piEN,10098,10087,0.3671409642383987,0.8240091228842283,0.9743060454562824
26,2236.775383060324,tE,piEE,10098,10087,0.3986833467823848,0.859231104426648,0.9838579867006886
26,2236.775383060324,rho,piEN,10098,10087,0.15359471468803365,0.49719051811255255,0.8078392617149143
26,2236.775383060324,rho,piEE,10098,10087,0.15745489718152822,0.4962458187518872,0.802789141592987
26,2236.775383060324,piEN,piEE,10098,10087,0.2966430874033896,0.7412476715386301,0.9550909647746126
27,3316.0569979025463,t0,u0,8994,8990,0.13064297975882763,0.42303338137281865,0.7489666737673462
27,3316.0569979025463,t0,tE,8994,8990,0.12547212777915734,0.41133085971369143,0.7459806775678993
27,3316.0569979025463,t0,rho,8994,8990,0.07679868614374494,0.2695357002374952,0.6089942108264367
27,3316.0569979025463,t0,piEN,8994,8990,0.1245708308827014,0.41942069324624554,0.7867520395566967
27,3316.0569979025463,t0,piEE,8994,8990,0.12794924414456313,0.42215016805070865,0.7753091611898284
27,3316.0569979025463,u0,tE,8994,8990,0.38316909680028866,0.8548355815755349,0.9860088610201373
27,3316.0569979025463,u0,rho,8994,8990,0.2383491041996607,0.6219925310296839,0.9030615054926573
27,3316.0569979025463,u0,piEN,8994,8990,0.2765633713233429,0.7397181871545113,0.9595791544117969
27,3316.0569979025463,u0,piEE,8994,8990,0.2872973031299159,0.7494725967648872,0.967299668220461
27,3316.0569979025463,tE,rho,8994,8990,0.15800091310368097,0.49156363481798176,0.8037646912733727
27,3316.0569979025463,tE,piEN,8994,8990,0.35326625816437074,0.8331579367065247,0.9763300888107643
27,3316.0569979025463,tE,piEE,8994,8990,0.39986272235621034,0.8641172064001196,0.9847479623146689
27,3316.0569979025463,rho,piEN,8994,8990,0.167601100738575,0.49846256390846766,0.8060791324483921
27,3316.0569979025463,rho,piEE,8994,8990,0.16135023908302096,0.4932647721332514,0.8030676887197521
27,3316.0569979025463,piEN,piEE,8994,8990,0.2891997725531931,0.7298217563336791,0.9547851938546043
28,4915.877364289809,t0,u0,7740,7736,0.12514721792890196,0.41064195520153585,0.746526052412989
28,4915.877364289809,t0,tE,7740,7736,0.11820955452788916,0.3960211522387559,0.7354844544587387
28,4915.877364289809,t0,rho,7740,7736,0.07038864537161688,0.2629132854306605,0.6075775938540713
28,4915.877364289809,t0,piEN,7740,7736,0.12211526642333913,0.4058421084317898,0.7782614380254816
28,4915.877364289809,t0,piEE,7740,7736,0.12526477405445488,0.40053038765340704,0.7651750763951333
28,4915.877364289809,u0,tE,7740,7736,0.3776698781157378,0.845840276372031,0.9847245151388362
28,4915.877364289809,u0,rho,7740,7736,0.2391285013743518,0.6324336106490309,0.9000191667226516
28,4915.877364289809,u0,piEN,7740,7736,0.28854485631282556,0.7512486886427926,0.9619095687715102
28,4915.877364289809,u0,piEE,7740,7736,0.29745605119432605,0.7630435379766245,0.9675339770495761
28,4915.877364289809,tE,rho,7740,7736,0.16519942934114457,0.5111605999772397,0.8052824303447108
28,4915.877364289809,tE,piEN,7740,7736,0.3802665616415369,0.8389738542115832,0.9774589936920118
28,4915.877364289809,tE,piEE,7740,7736,0.43064976760080725,0.8792671554177393,0.9875922237495628
28,4915.877364289809,rho,piEN,7740,7736,0.17003472186010113,0.51488308862785,0.8107181633985827
28,4915.877364289809,rho,piEE,7740,7736,0.15478539741805203,0.499885988243415,0.8048053160640917
28,4915.877364289809,piEN,piEE,7740,7736,0.29065775181071546,0.7484307975240145,0.9559221241364071
29,7287.29291469889,t0,u0,6867,6865,0.12622683501313123,0.4018973301924373,0.7274798927918965
29,7287.29291469889,t0,tE,6867,6865,0.11701699027184281,0.3704937026329994,0.7099024210114558
29,7287.29291469889,t0,rho,6867,6865,0.0727971253401571,0.26081711419916254,0.603958304936641
29,7287.29291469889,t0,piEN,6867,6865,0.11383561202318716,0.38585667115957406,0.7504909575452615
29,7287.29291469889,t0,piEE,6867,6865,0.11397113532569347,0.38262817970179386,0.7457379792137661
29,7287.29291469889,u0,tE,6867,6865,0.35585565661073737,0.8278116617307849,0.9818626665349572
29,7287.29291469889,u0,rho,6867,6865,0.2548794773622144,0.6366653936179062,0.8993727354773292
29,7287.29291469889,u0,piEN,6867,6865,0.28541741853537805,0.7502518610936801,0.9580221424702079
29,7287.29291469889,u0,piEE,6867,6865,0.2750156173830996,0.7611542562716925,0.968677515483492
29,7287.29291469889,tE,rho,6867,6865,0.16104759821377834,0.5029200610960333,0.8009398541731249
29,7287.29291469889,tE,piEN,6867,6865,0.3772965237294072,0.8456683343900848,0.980749850729603
29,7287.29291469889,tE,piEE,6867,6865,0.4208355683681941,0.8882293808890316,0.9884569406933292
29,7287.29291469889,rho,piEN,6867,6865,0.16791275148456167,0.5167534153116708,0.8175605517690429
29,7287.29291469889,rho,piEE,6867,6865,0.16593688928205286,0.49817373168637114,0.8094786364131249
29,7287.29291469889,piEN,piEE,6867,6865,0.30104886756422544,0.7541712520241807,0.9583052903062615
30,10802.44488480495,t0,u0,5620,5619,0.11740782464843287,0.37967087314350245,0.7032109184218854
30,10802.44488480495,t0,tE,5620,5619,0.1053078512152757,0.35523461136231926,0.678857307571859
30,10802.44488480495,t0,rho,5620,5619,0.06920481418251566,0.25176505207959565,0.5911481164601997
30,10802.44488480495,t0,piEN,5620,5619,0.11046697823362292,0.3625272691406257,0.7292583746439962
30,10802.44488480495,t0,piEE,5620,5619,0.1077149247422213,0.37160448315509026,0.7214143016312021
30,10802.44488480495,u0,tE,5620,5619,0.35679818908068706,0.8294328692628707,0.9787498246823043
30,10802.44488480495,u0,rho,5620,5619,0.25448024667071656,0.642172935777204,0.9022483919469961
30,10802.44488480495,u0,piEN,5620,5619,0.2748806251000761,0.7511932382687784,0.95785917381863
30,10802.44488480495,u0,piEE,5620,5619,0.29127244491480364,0.7710901646384839,0.968959211400499
30,10802.44488480495,tE,rho,5620,5619,0.16048109088605958,0.5088896687065453,0.7939090693823959
30,10802.44488480495,tE,piEN,5620,5619,0.3692180080629337,0.8572321418484387,0.9828338644680984
30,10802.44488480495,tE,piEE,5620,5619,0.4451421206627272,0.901638927581802,0.9895497512973073
30,10802.44488480495,rho,piEN,5620,5619,0.17671967099993147,0.5322685578728731,0.8193100630042958
30,10802.44488480495,rho,piEE,5620,5619,0.16663823774965947,0.5109875653677893,0.8129248442023954
30,10802.44488480495,piEN,piEE,5620,5619,0.2897600472997423,0.7487251966611332,0.961473607807352
31,16012.958651912983,t0,u0,4502,4501,0.10804057815493669,0.3490817557868961,0.675276449153492
31,16012.958651912983,t0,tE,4502,4501,0.1003017205441954,0.32783626129030147,0.646969315897483
31,16012.958651912983,t0,rho,4502,4501,0.07223214568183746,0.25709864418086886,0.5906735319311242
31,16012.958651912983,t0,piEN,4502,4501,0.10368313816170044,0.3433683626852092,0.6874936360731057
31,16012.958651912983,t0,piEE,4502,4501,0.09554670502101344,0.3332602809865282,0.6899930236446762
31,16012.958651912983,u0,tE,4502,4501,0.3099518167808658,0.7963810624305804,0.971453554077812
31,16012.958651912983,u0,rho,4502,4501,0.2666267152022538,0.6579984208091963,0.9019156994792973
31,16012.958651912983,u0,piEN,4502,4501,0.2702631097891903,0.7339846144380414,0.9552601107826213
31,16012.958651912983,u0,piEE,4502,4501,0.27507253618113775,0.7556364820753716,0.9693911252850286
31,16012.958651912983,tE,rho,4502,4501,0.15712066800106908,0.49832139481213616,0.7931507342357483
31,16012.958651912983,tE,piEN,4502,4501,0.40166986441659464,0.863433435322576,0.985566672312328
31,16012.958651912983,tE,piEE,4502,4501,0.4733150527164765,0.9078421036561531,0.991089821637649
31,16012.958651912983,rho,piEN,4502,4501,0.17191445557043836,0.5265512198353818,0.824695219656479
31,16012.958651912983,rho,piEE,4502,4501,0.16643191411518124,0.502486625110742,0.8033330398998911
31,16012.958651912983,piEN,piEE,4502,4501,0.29435212461955057,0.7624791585144267,0.9640925978156613
32,23736.509140799273,t0,u0,3421,3419,0.10593110403217079,0.3511601941275778,0.6613734648140543
32,23736.509140799273,t0,tE,3421,3419,0.08846474863887221,0.3107147849698864,0.6216544644531211
32,23736.509140799273,t0,rho,3421,3419,0.07139389954704943,0.2526367036948325,0.5864197251746966
32,23736.509140799273,t0,piEN,3421,3419,0.09711420776895348,0.33883383359992786,0.6695162787320512
32,23736.509140799273,t0,piEE,3421,3419,0.10181711205935587,0.3335236046551671,0.666736873039377
32,23736.509140799273,u0,tE,3421,3419,0.2976315130272708,0.7863425002788366,0.9677898472924863
32,23736.509140799273,u0,rho,3421,3419,0.27280594420551063,0.6445792452806788,0.895539003492311
32,23736.509140799273,u0,piEN,3421,3419,0.2644782935571038,0.7349513125884748,0.955550741398631
32,23736.509140799273,u0,piEE,3421,3419,0.2852779361266973,0.7810043991230537,0.9679596963227184
32,23736.509140799273,tE,rho,3421,3419,0.14522159807888654,0.4809522565621278,0.7884419119649373
32,23736.509140799273,tE,piEN,3421,3419,0.4034620972567841,0.8863743535133568,0.9890455553789848
32,23736.509140799273,tE,piEE,3421,3419,0.5203833386679261,0.9264930247196483,0.9929885274737044
32,23736.509140799273,rho,piEN,3421,3419,0.1657665935174491,0.5123813595796108,0.8194856439150672
32,23736.509140799273,rho,piEE,3421,3419,0.15721747191245747,0.5051380861966186,0.8115681168139695
32,23736.509140799273,piEN,piEE,3421,3419,0.30886109112789084,0.7833471827985634,0.9707726371955411
33,35185.13682334052,t0,u0,2721,2721,0.10679571130155674,0.3327278578521838,0.6682803599299391
33,35185.13682334052,t0,tE,2721,2721,0.08785468405981472,0.30454278892501707,0.6176015420807232
33,35185.13682334052,t0,rho,2721,2721,0.07085585248231127,0.2513806984054905,0.5940271857079384
33,35185.13682334052,t0,piEN,2721,2721,0.09245033284081658,0.31054493748665746,0.6601796015967959
33,35185.13682334052,t0,piEE,2721,2721,0.09113452303812165,0.31582788521408023,0.6591179547302195
33,35185.13682334052,u0,tE,2721,2721,0.29593631622582633,0.7783264443088771,0.9620334837888849
33,35185.13682334052,u0,rho,2721,2721,0.24428968765154124,0.652160105128303,0.9049106384926737
33,35185.13682334052,u0,piEN,2721,2721,0.2578223336925813,0.745289414808483,0.9524512108601566
33,35185.13682334052,u0,piEE,2721,2721,0.30268250143130504,0.784425630176293,0.9700198768811312
33,35185.13682334052,tE,rho,2721,2721,0.15286976083480358,0.4779113787003487,0.7790882520629496
33,35185.13682334052,tE,piEN,2721,2721,0.4751902425630225,0.9079949596960446,0.9915965814902787
33,35185.13682334052,tE,piEE,2721,2721,0.5591990167339509,0.93780225109008,0.9950091457010276
33,35185.13682334052,rho,piEN,2721,2721,0.177111330598352,0.5402869147392232,0.8347264750527236
33,35185.13682334052,rho,piEE,2721,2721,0.17304925682222694,0.5066921619671073,0.8190410438895317
33,35185.13682334052,piEN,piEE,2721,2721,0.330132673636244,0.8241246167306617,0.9783651941804493
34,52155.45067084543,t0,u0,1976,1975,0.10392479759275275,0.3124265664259161,0.6429722971256367
34,52155.45067084543,t0,tE,1976,1975,0.07313544169996372,0.27203114549117385,0.5581723560476085
34,52155.45067084543,t0,rho,1976,1975,0.07148903463187847,0.24883454604573507,0.5630763759871191
34,52155.45067084543,t0,piEN,1976,1975,0.07722792301266065,0.2944134962630747,0.6222467402455066
34,52155.45067084543,t0,piEE,1976,1975,0.07935973513372016,0.2858280375035663,0.6167334073542832
34,52155.45067084543,u0,tE,1976,1975,0.2721876927993828,0.7572208687233367,0.9544554220636237
34,52155.45067084543,u0,rho,1976,1975,0.23727448948246244,0.6499014576396122,0.8932353885433911
34,52155.45067084543,u0,piEN,1976,1975,0.24889825617577854,0.7464192818284026,0.9538655734746305
34,52155.45067084543,u0,piEE,1976,1975,0.29027846452843403,0.7809085296477315,0.9662296303493677
34,52155.45067084543,tE,rho,1976,1975,0.15045462428384862,0.49435960516862915,0.792086550513447
34,52155.45067084543,tE,piEN,1976,1975,0.50766779950811,0.933197166701636,0.9950637864570521
34,52155.45067084543,tE,piEE,1976,1975,0.5836815337725554,0.9528949606954541,0.9960826328882948
34,52155.45067084543,rho,piEN,1976,1975,0.17858961870878562,0.540064108267774,0.8244873510335468
34,52155.45067084543,rho,piEE,1976,1975,0.1750810948809858,0.5236510138722379,0.8255517061120862
34,52155.45067084543,piEN,piEE,1976,1975,0.37912795248604064,0.8597148107874686,0.9846377087257672
35,77310.56620683194,t0,u0,1431,1431,0.09857619358613876,0.3116266292626686,0.6257475526544121
35,77310.56620683194,t0,tE,1431,1431,0.06996827580857369,0.2439392202820943,0.5345582138344435
35,77310.56620683194,t0,rho,1431,1431,0.06712663618534022,0.266688232691843,0.610224372093203
35,77310.56620683194,t0,piEN,1431,1431,0.07548032837007271,0.2589789181739255,0.5791458590267979
35,77310.56620683194,t0,piEE,1431,1431,0.07821589923103038,0.25952710393518585,0.5573282543641284
35,77310.56620683194,u0,tE,1431,1431,0.2557490796399664,0.7544905103228742,0.9493847889662521
35,77310.56620683194,u0,rho,1431,1431,0.22338898593918927,0.6244635431245645,0.9105321203578419
35,77310.56620683194,u0,piEN,1431,1431,0.2623364239459738,0.7232057630750306,0.9469325955115766
35,77310.56620683194,u0,piEE,1431,1431,0.2953752020531588,0.78871269890171,0.9648071829464144
35,77310.56620683194,tE,rho,1431,1431,0.1572167524743655,0.4646687487081331,0.7750471481351762
35,77310.56620683194,tE,piEN,1431,1431,0.5613690992894501,0.9478802788573751,0.9964536950495088
35,77310.56620683194,tE,piEE,1431,1431,0.6460099110930196,0.9686956037241632,0.9973890596450813
35,77310.56620683194,rho,piEN,1431,1431,0.18700298104043622,0.5365450490632977,0.8315400739533908
35,77310.56620683194,rho,piEE,1431,1431,0.18957992816215688,0.5319048591252841,0.8342845318103455
35,77310.56620683194,piEN,piEE,1431,1431,0.38938907261699957,0.8793333858929195,0.9889597386097068
36,114598.02260363058,t0,u0,952,952,0.08962840429919876,0.27721685911914,0.5991178780773835
36,114598.02260363058,t0,tE,952,952,0.059080497506888575,0.2198782217550258,0.492940950942791
36,114598.02260363058,t0,rho,952,952,0.061916557267958944,0.24999923160922272,0.5708497088661735
36,114598.02260363058,t0,piEN,952,952,0.07549673838614887,0.25628270066224373,0.5313464689216381
36,114598.02260363058,t0,piEE,952,952,0.07383257977755998,0.23871280383942714,0.5191702484717012
36,114598.02260363058,u0,tE,952,952,0.25984600112977413,0.7434622078487966,0.9478622099346904
36,114598.02260363058,u0,rho,952,952,0.20068775565160707,0.6222548471192544,0.9110377227625734
36,114598.02260363058,u0,piEN,952,952,0.2413145770450051,0.7429027483167693,0.9540673793185798
36,114598.02260363058,u0,piEE,952,952,0.27734755898941377,0.7679609885634571,0.9658902877781086
36,114598.02260363058,tE,rho,952,952,0.14655152069248176,0.46327614916583904,0.7741199855720249
36,114598.02260363058,tE,piEN,952,952,0.6183435830994901,0.9641523250618218,0.9977038904965333
36,114598.02260363058,tE,piEE,952,952,0.688357794825506,0.9772521507286918,0.9982920904892449
36,114598.02260363058,rho,piEN,952,952,0.18769107106624752,0.5604893996644722,0.8398504749473015
36,114598.02260363058,rho,piEE,952,952,0.163056572962367,0.5203324578741729,0.8135116641753543
36,114598.02260363058,piEN,piEE,952,952,0.4100298910505693,0.8966266302468671,0.9938131042396818
37,169869.2616704574,t0,u0,607,607,0.08427488471700136,0.2702296373259708,0.5658482051159498
37,169869.2616704574,t0,tE,607,607,0.06302407290432399,0.2003055735943496,0.4328813066288113
37,169869.2616704574,t0,rho,607,607,0.07423845877593079,0.25975305331552795,0.5876155577976221
37,169869.2616704574,t0,piEN,607,607,0.06508280276609531,0.2311408199093476,0.4902475077764512
37,169869.2616704574,t0,piEE,607,607,0.06524024042213451,0.2175874956694447,0.5101879292548787
37,169869.2616704574,u0,tE,607,607,0.31381775383280464,0.7809965556733923,0.9496001206473328
37,169869.2616704574,u0,rho,607,607,0.19097412436846886,0.5351858898573644,0.8612864809265018
37,169869.2616704574,u0,piEN,607,607,0.28807809968806203,0.7533619897503604,0.9488399880325886
37,169869.2616704574,u0,piEE,607,607,0.3455489737640456,0.8145812345287987,0.9661300577831708
37,169869.2616704574,tE,rho,607,607,0.16177777975531485,0.4854197053246241,0.7481525347459019
37,169869.2616704574,tE,piEN,607,607,0.7676160459676543,0.9858996267505846,0.9987718704803686
37,169869.2616704574,tE,piEE,607,607,0.8426787624303851,0.9902386354053268,0.9993040012090617
37,169869.2616704574,rho,piEN,607,607,0.1648867440372644,0.523601402576998,0.7939103291362011
37,169869.2616704574,rho,piEE,607,607,0.19034155604161349,0.5412410714475347,0.8031261741793462
37,169869.2616704574,piEN,piEE,607,607,0.6142487853080382,0.956098733036982,0.9972100148952221
38,251797.882262679,t0,u0,389,389,0.07332117885977825,0.256634488002807,0.5274121823062448
38,251797.882262679,t0,tE,389,389,0.062069930903549855,0.19340690880439024,0.45689873983645396
38,251797.882262679,t0,rho,389,389,0.0918158918519084,0.2675754614359766,0.6338963669855662
38,251797.882262679,t0,piEN,389,389,0.06920750734066207,0.21032303912572717,0.4891357250831888
38,251797.882262679,t0,piEE,389,389,0.05652168041909941,0.20814043755921185,0.488145082293345
38,251797.882262679,u0,tE,389,389,0.29795862018863023,0.8069445463974351,0.9514412169154749
38,251797.882262679,u0,rho,389,389,0.16653468095956864,0.5124629177655008,0.8438350379022561
38,251797.882262679,u0,piEN,389,389,0.3387658241209008,0.7869661232205563,0.9588291443186963
38,251797.882262679,u0,piEE,389,389,0.3478516693025821,0.842572967381165,0.96916262886184
38,251797.882262679,tE,rho,389,389,0.13941136267498436,0.4649497447236157,0.7173111831717546
38,251797.882262679,tE,piEN,389,389,0.8751677562547394,0.9914568128407919,0.9994111650539146
38,251797.882262679,tE,piEE,389,389,0.8753468027468788,0.9949474771375024,0.9995594531406836
38,251797.882262679,rho,piEN,389,389,0.15742479905743575,0.4803846239290611,0.7750146492714687
38,251797.882262679,rho,piEE,389,389,0.14763942703541932,0.4756304965093194,0.7680142366650531
38,251797.882262679,piEN,piEE,389,389,0.6154986504297448,0.9720655894998298,0.9981339068844106
39,373240.76983805175,t0,u0,209,209,0.06593531306758668,0.24558033152535608,0.5335982067388889
39,373240.76983805175,t0,tE,209,209,0.0638726704252252,0.20821104750460528,0.4267591891896794
39,373240.76983805175,t0,rho,209,209,0.10389616063244911,0.3137562525850755,0.6178924195096679
39,373240.76983805175,t0,piEN,209,209,0.07042336712823342,0.20808612670650592,0.4457462203061019
39,373240.76983805175,t0,piEE,209,209,0.05141347996917289,0.20643823158438476,0.45151261544771626
39,373240.76983805175,u0,tE,209,209,0.43167803122171305,0.8596476777114085,0.9595377588257704
39,373240.76983805175,u0,rho,209,209,0.1434259494141834,0.47392381460656413,0.8152435047621499
39,373240.76983805175,u0,piEN,209,209,0.40370526549136165,0.8620810752108904,0.9647775185073897
39,373240.76983805175,u0,piEE,209,209,0.38522981725315497,0.8649604046332698,0.9747177996512875
39,373240.76983805175,tE,rho,209,209,0.16811968804782199,0.4821540718403242,0.7061063091237999
39,373240.76983805175,tE,piEN,209,209,0.9499009414824439,0.9952670965699407,0.999696260885512
39,373240.76983805175,tE,piEE,209,209,0.9657366799123795,0.9974669164544584,0.999796935312023
39,373240.76983805175,rho,piEN,209,209,0.16278918611607113,0.4838386296320229,0.7128517374301634
39,373240.76983805175,rho,piEE,209,209,0.167824029390306,0.5193560001616131,0.7332086994046483
39,373240.76983805175,piEN,piEE,209,209,0.8421064485951057,0.988395283792537,0.9988892478263961
40,553255.7003475098,t0,u0,115,115,0.07847216122807266,0.23787530334429055,0.48931986126751903
40,553255.7003475098,t0,tE,115,115,0.05769236706131272,0.16703272998681362,0.4389039426768483
40,553255.7003475098,t0,rho,115,115,0.1054671722438638,0.30915515169382307,0.6787373258259012
40,553255.7003475098,t0,piEN,115,115,0.06345049412970463,0.18957550615317129,0.4554357028506611
40,553255.7003475098,t0,piEE,115,115,0.055301696843574485,0.1875947434818039,0.4472698043847626
40,553255.7003475098,u0,tE,115,115,0.47084830770256236,0.8666868276191632,0.9688858324743688
40,553255.7003475098,u0,rho,115,115,0.14743353705232967,0.45171389089877856,0.7254174691555056
40,553255.7003475098,u0,piEN,115,115,0.4876607622780781,0.850079537601892,0.971575542420139
40,553255.7003475098,u0,piEE,115,115,0.4739241138951494,0.8514564198429252,0.9692736059120826
40,553255.7003475098,tE,rho,115,115,0.14945578765792275,0.47697453519667005,0.7528109167286742
40,553255.7003475098,tE,piEN,115,115,0.967510438006025,0.9986771007078166,0.9998546963417484
40,553255.7003475098,tE,piEE,115,115,0.9804822946769852,0.9987812275642841,0.9999169975435946
40,553255.7003475098,rho,piEN,115,115,0.13715809200108706,0.4806849587938807,0.7625896450610429
40,553255.7003475098,rho,piEE,115,115,0.14224159134716047,0.4860961822068953,0.7284046568833175
40,553255.7003475098,piEN,piEE,115,115,0.9580887345434697,0.9972079399595782,0.9996017066437127
41,820092.036779423,t0,u0,77,77,0.055589820054241026,0.18930844583763967,0.4248958935498368
41,820092.036779423,t0,tE,77,77,0.08217576147193319,0.20330289399025547,0.34144399172230205
41,820092.036779423,t0,rho,77,77,0.06222112305038212,0.34479681935748446,0.6525179680673122
41,820092.036779423,t0,piEN,77,77,0.07474587202716787,0.20919913674423452,0.335610727454724
41,820092.036779423,t0,piEE,77,77,0.09020802092942533,0.21858268363575287,0.34279376237330217
41,820092.036779423,u0,tE,77,77,0.69181810699202,0.9181801131831596,0.976994352148858
41,820092.036779423,u0,rho,77,77,0.10770720738146974,0.4333568961703638,0.7597824319537518
41,820092.036779423,u0,piEN,77,77,0.610872841118125,0.9229706594978788,0.9804649402695849
41,820092.036779423,u0,piEE,77,77,0.6510094921110682,0.9203687013357746,0.9825315602639841
41,820092.036779423,tE,rho,77,77,0.23431550315373997,0.5056683208454245,0.75278120352251
41,820092.036779423,tE,piEN,77,77,0.9871019286328222,0.9992282395183119,0.9999076442999083
41,820092.036779423,tE,piEE,77,77,0.9940549217948447,0.9995666465062633,0.9999373149905019
41,820092.036779423,rho,piEN,77,77,0.24099959803970647,0.4651039219008535,0.7672063561149514
41,820092.036779423,rho,piEE,77,77,0.22685089392318725,0.506965303374,0.7476617191710373
41,820092.036779423,piEN,piEE,77,77,0.9640420948385661,0.9977858055808653,0.9997180726560023
42,1215623.8420519007,t0,u0,45,45,0.04020551086541099,0.1704101389504633,0.4511825929294186
42,1215623.8420519007,t0,tE,45,45,0.039377667582089534,0.13898822592129803,0.4525459506055247
42,1215623.8420519007,t0,rho,45,45,0.07342250273348705,0.23870053158122503,0.5492285637077062
42,1215623.8420519007,t0,piEN,45,45,0.05199176042631132,0.15866366292640105,0.4745664800369591
42,1215623.8420519007,t0,piEE,45,45,0.03605517979082775,0.15952370765577298,0.4916973121338831
42,1215623.8420519007,u0,tE,45,45,0.8433868956585969,0.9521441635462639,0.9914366209430484
42,1215623.8420519007,u0,rho,45,45,0.17626891455267293,0.42500709613619253,0.7335444470390272
